"","Probe","NCBIid","GeneSymbol","GeneName","pvalue","corrected_pvalue","rank","contrast_121770_coefficient","contrast_121770_log2fc","contrast_121770_tstat","contrast_121770_pvalue","contrast_121772_coefficient","contrast_121772_log2fc","contrast_121772_tstat","contrast_121772_pvalue"
"7269",908,908,"CCT6A","chaperonin containing TCP1 subunit 6A",5e-04,0.0014,0.3352,1.1148,1.1148,5.689,2e-04,0.8885,0.8885,4.8114,7e-04
"7270",645553,645553,"IGFL2-AS1","IGFL2 antisense RNA 1",5e-04,0.0014,0.3353,0.7089,0.7089,0.4178,0.6847,6.0076,6.0076,4.4976,0.0011
"7271",54550,54550,"NECAB2","N-terminal EF-hand calcium binding protein 2",5e-04,0.0014,0.3353,3.3638,3.3638,3.7261,0.0038,-0.8173,-0.8173,-0.7738,0.4566
"7272",93,93,"ACVR2B","activin A receptor type 2B",5e-04,0.0014,0.3354,1.0196,1.0196,4.5379,0.001,-0.0368,-0.0368,-0.1661,0.8713
"7273",85363,85363,"TRIM5","tripartite motif containing 5",5e-04,0.0014,0.3354,-2.0443,-2.0443,-5.6686,2e-04,-1.2749,-1.2749,-4.0321,0.0023
"7274",56660,56660,"KCNK12","potassium two pore domain channel subfamily K member 12",5e-04,0.0014,0.3355,3.3604,3.3604,4.8998,6e-04,1.1012,1.1012,1.5266,0.1572
"7275",152100,152100,"CMC1","C-X9-C motif containing 1",5e-04,0.0014,0.3355,0.4165,0.4165,1.6319,0.1331,1.2009,1.2009,5.1525,4e-04
"7276",84706,84706,"GPT2","glutamic--pyruvic transaminase 2",5e-04,0.0014,0.3356,1.5478,1.5478,5.5484,2e-04,1.3908,1.3908,5.2485,3e-04
"7277",3588,3588,"IL10RB","interleukin 10 receptor subunit beta",5e-04,0.0014,0.3356,-1.3645,-1.3645,-5.488,2e-04,-0.2671,-0.2671,-1.2443,0.2412
"7278",3078,3078,"CFHR1","complement factor H related 1",5e-04,0.0014,0.3356,-4.5497,-4.5497,-5.743,2e-04,-1.8986,-1.8986,-3.2718,0.0082
"7279",8527,8527,"DGKD","diacylglycerol kinase delta",5e-04,0.0014,0.3357,0.791,0.791,3.486,0.0057,-0.3314,-0.3314,-1.4704,0.1716
"7280",51596,51596,"CUTA","cutA divalent cation tolerance homolog",5e-04,0.0014,0.3357,0.047,0.047,0.2363,0.8179,0.8901,0.8901,4.9044,6e-04
"7281",285097,285097,"LOC285097","uncharacterized FLJ38379",5e-04,0.0014,0.3358,2.0439,2.0439,3.2917,0.0079,-1.0684,-1.0684,-1.5461,0.1525
"7282",103625681,103625681,"LLPH-DT","LLPH divergent transcript",5e-04,0.0014,0.3358,-0.4693,-0.4693,-0.3866,0.707,4.0328,4.0328,4.2186,0.0017
"7283",79772,79772,"MCTP1","multiple C2 and transmembrane domain containing 1",5e-04,0.0014,0.3359,1.9757,1.9757,5.4895,2e-04,1.9185,1.9185,5.5471,2e-04
"7284",285600,285600,"KIAA0825","KIAA0825",5e-04,0.0014,0.3359,-2.0217,-2.0217,-5.1316,4e-04,-1.7815,-1.7815,-5.0364,5e-04
"7285",400120,400120,"SERTM1","serine rich and transmembrane domain containing 1",5e-04,0.0014,0.336,-1.2135,-1.2135,-0.7134,0.4916,4.8462,4.8462,3.7752,0.0035
"7286",10771,10771,"ZMYND11","zinc finger MYND-type containing 11",5e-04,0.0014,0.336,0.0606,0.0606,0.3139,0.7599,-0.8759,-0.8759,-4.7105,8e-04
"7287",10466,10466,"COG5","component of oligomeric golgi complex 5",5e-04,0.0014,0.3361,-1.1983,-1.1983,-5.8032,2e-04,-0.7979,-0.7979,-4.2612,0.0016
"7288",1856,1856,"DVL2","dishevelled segment polarity protein 2",5e-04,0.0014,0.3361,1.1272,1.1272,5.575,2e-04,0.3892,0.3892,1.9925,0.0737
"7289",105369714,105369714,"LOC105369714","uncharacterized LOC105369714",5e-04,0.0014,0.3361,-4.5122,-4.5122,-5.3603,3e-04,-2.9754,-2.9754,-4.4581,0.0012
"7290",51594,51594,"NBAS","NBAS subunit of NRZ tethering complex",5e-04,0.0014,0.3362,-1.3544,-1.3544,-5.1948,4e-04,-1.1681,-1.1681,-4.8844,6e-04
"7291",117854,117854,"TRIM6","tripartite motif containing 6",5e-04,0.0014,0.3362,2.3652,2.3652,4.7988,7e-04,0.5971,0.5971,1.1713,0.2681
"7292",152002,152002,"XXYLT1","xyloside xylosyltransferase 1",5e-04,0.0014,0.3363,0.7188,0.7188,3.3413,0.0073,-0.3817,-0.3817,-1.8105,0.0997
"7293",10768,10768,"AHCYL1","adenosylhomocysteinase like 1",5e-04,0.0014,0.3363,-1.055,-1.055,-3.687,0.004,0.6062,0.6062,2.402,0.0367
"7294",4077,4077,"NBR1","NBR1 autophagy cargo receptor",5e-04,0.0014,0.3364,-0.956,-0.956,-5.2945,3e-04,-0.1466,-0.1466,-0.9018,0.388
"7295",5437,5437,"POLR2H","RNA polymerase II, I and III subunit H",5e-04,0.0014,0.3364,1.4408,1.4408,5.9192,1e-04,1.05,1.05,4.4869,0.0011
"7296",23381,23381,"SMG5","SMG5 nonsense mediated mRNA decay factor",5e-04,0.0014,0.3365,0.3776,0.3776,2.0509,0.0668,0.9744,0.9744,5.7442,2e-04
"7297",222161,222161,"DKFZP586I1420","uncharacterized protein DKFZp586I1420",5e-04,0.0014,0.3365,-0.7969,-0.7969,-2.5641,0.0277,0.6973,0.6973,2.6158,0.0254
"7298",4600,4600,"MX2","MX dynamin like GTPase 2",5e-04,0.0014,0.3366,-9.0276,-9.0276,-5.4948,2e-04,-1.9161,-1.9161,-2.7904,0.0187
"7299",51194,51194,"IPO11","importin 11",5e-04,0.0014,0.3366,0.6659,0.6659,3.0817,0.0113,-0.4745,-0.4745,-2.2298,0.0493
"7300",55888,55888,"ZKSCAN7","zinc finger with KRAB and SCAN domains 7",5e-04,0.0014,0.3366,-2.0817,-2.0817,-5.9123,1e-04,-1.0895,-1.0895,-3.6349,0.0044
"7301",9880,9880,"ZBTB39","zinc finger and BTB domain containing 39",5e-04,0.0014,0.3367,0.8825,0.8825,3.836,0.0032,-0.2471,-0.2471,-1.0777,0.306
"7302",101928215,101928215,"LOC101928215","uncharacterized LOC101928215",5e-04,0.0014,0.3367,4.8716,4.8716,5.3867,3e-04,2.4546,2.4546,2.5745,0.0272
"7303",23116,23116,"TOGARAM1","TOG array regulator of axonemal microtubules 1",5e-04,0.0014,0.3368,-0.2074,-0.2074,-0.9197,0.3789,-1.2581,-1.2581,-5.6738,2e-04
"7304",9031,9031,"BAZ1B","bromodomain adjacent to zinc finger domain 1B",5e-04,0.0014,0.3369,0.9863,0.9863,5.9432,1e-04,0.5969,0.5969,3.8017,0.0033
"7305",100505549,100505549,"ATP8B1-AS1","ATP8B1 antisense RNA 1",5e-04,0.0014,0.3368,1.1068,1.1068,2.7914,0.0187,-0.9036,-0.9036,-2.1568,0.0558
"7306",83930,83930,"STARD3NL","STARD3 N-terminal like",5e-04,0.0014,0.3369,-0.5722,-0.5722,-2.7517,0.02,0.4431,0.4431,2.381,0.0381
"7307",137964,137964,"GPAT4","glycerol-3-phosphate acyltransferase 4",5e-04,0.0014,0.337,0.8394,0.8394,4.7602,7e-04,0.0296,0.0296,0.1747,0.8647
"7308",23367,23367,"LARP1","La ribonucleoprotein 1, translational regulator",5e-04,0.0014,0.337,1.1185,1.1185,5.4253,3e-04,0.9738,0.9738,5.0259,5e-04
"7309",352961,352961,"HCG26","HLA complex group 26",5e-04,0.0014,0.3371,-3.9692,-3.9692,-3.9253,0.0027,1.5019,1.5019,2.2215,0.05
"7310",83695,83695,"RHNO1","RAD9-HUS1-RAD1 interacting nuclear orphan 1",5e-04,0.0014,0.3371,-0.7725,-0.7725,-2.8421,0.0171,0.6539,0.6539,2.7484,0.0202
"7311",5251,5251,"PHEX","phosphate regulating endopeptidase X-linked",5e-04,0.0014,0.3372,0.1327,0.1327,0.2305,0.8223,2.0771,2.0771,4.2388,0.0016
"7312",55243,55243,"KIRREL1","kirre like nephrin family adhesion molecule 1",5e-04,0.0014,0.3372,-1.0618,-1.0618,-5.8969,1e-04,-0.4401,-0.4401,-2.6987,0.022
"7313",81570,81570,"CLPB","ClpB family mitochondrial disaggregase",5e-04,0.0014,0.3373,1.6133,1.6133,5.6774,2e-04,1.4157,1.4157,5.2039,4e-04
"7314",60487,60487,"TRMT11","tRNA methyltransferase 11 homolog",5e-04,0.0014,0.3373,-0.0735,-0.0735,-0.298,0.7717,-1.2236,-1.2236,-4.9568,5e-04
"7315",390940,390940,"PINLYP","phospholipase A2 inhibitor and LY6/PLAUR domain containing",5e-04,0.0014,0.3374,2.761,2.761,5.1865,4e-04,1.1606,1.1606,2.1298,0.0585
"7316",9479,9479,"MAPK8IP1","mitogen-activated protein kinase 8 interacting protein 1",5e-04,0.0014,0.3374,0.4476,0.4476,2.1203,0.0594,-0.6557,-0.6557,-3.1388,0.0103
"7317",9967,9967,"THRAP3","thyroid hormone receptor associated protein 3",5e-04,0.0014,0.3375,-0.7274,-0.7274,-4.3705,0.0013,0.1021,0.1021,0.679,0.5122
"7318",102724094,102724094,"MUC12-AS1","MUC12 antisense RNA 1",5e-04,0.0014,0.3375,1.6585,1.6585,2.1618,0.0554,-3.0768,-3.0768,-3.2409,0.0086
"7319",84310,84310,"C7orf50","chromosome 7 open reading frame 50",5e-04,0.0014,0.3376,1.3698,1.3698,4.3909,0.0013,1.6995,1.6995,5.8023,2e-04
"7320",107985200,107985200,"LOC107985200","uncharacterized LOC107985200",5e-04,0.0014,0.3376,0.1254,0.1254,0.3536,0.7308,-1.6951,-1.6951,-4.5315,0.001
"7321",200539,200539,"ANKRD23","ankyrin repeat domain 23",5e-04,0.0014,0.3376,2.4029,2.4029,5.7826,2e-04,1.2968,1.2968,3.1281,0.0105
"7322",84542,84542,"SANBR","SANT and BTB domain regulator of CSR",5e-04,0.0014,0.3377,-1.8759,-1.8759,-5.9443,1e-04,-0.8328,-0.8328,-3.0939,0.0111
"7323",56905,56905,"C15orf39","chromosome 15 open reading frame 39",5e-04,0.0014,0.3377,2.6094,2.6094,5.826,2e-04,1.5438,1.5438,3.4667,0.0059
"7324",8842,8842,"PROM1","prominin 1",5e-04,0.0014,0.3378,4.442,4.442,5.7377,2e-04,3.1572,3.1572,4.0417,0.0023
"7325",1975,1975,"EIF4B","eukaryotic translation initiation factor 4B",5e-04,0.0014,0.3378,0.8945,0.8945,4.9948,5e-04,0.0349,0.0349,0.2039,0.8424
"7326",79652,79652,"TMEM204","transmembrane protein 204",5e-04,0.0014,0.3379,3.0526,3.0526,4.7767,7e-04,0.6719,0.6719,0.9992,0.3408
"7327",585,585,"BBS4","Bardet-Biedl syndrome 4",5e-04,0.0014,0.338,-1.0704,-1.0704,-4.0561,0.0022,-1.4323,-1.4323,-5.7232,2e-04
"7328",79098,79098,"C1orf116","chromosome 1 open reading frame 116",5e-04,0.0014,0.3381,0.4381,0.4381,0.3542,0.7304,4.0937,4.0937,3.9591,0.0026
"7329",147525,147525,"LINC00526","long intergenic non-protein coding RNA 526",5e-04,0.0014,0.338,-3.2393,-3.2393,-5.8825,1e-04,-1.4647,-1.4647,-3.4333,0.0062
"7330",50808,50808,"AK3","adenylate kinase 3",5e-04,0.0014,0.3379,-0.418,-0.418,-2.0631,0.0655,0.4925,0.4925,2.7037,0.0218
"7331",401491,401491,"VLDLR-AS1","VLDLR antisense RNA 1",5e-04,0.0014,0.3381,-4.7924,-4.7924,-5.9078,1e-04,-1.1719,-1.1719,-2.1273,0.0587
"7332",112268460,112268460,"LOC112268460","uncharacterized LOC112268460",5e-04,0.0014,0.3381,1.5845,1.5845,3.4975,0.0056,2.3895,2.3895,5.6766,2e-04
"7333",317749,317749,"DHRS4L2","dehydrogenase/reductase 4 like 2",5e-04,0.0014,0.3382,3.1858,3.1858,4.9641,5e-04,1.238,1.238,1.8463,0.094
"7334",55009,55009,"FAM174C","family with sequence similarity 174 member C",5e-04,0.0014,0.3382,2.0226,2.0226,4.5157,0.0011,2.4707,2.4707,5.818,2e-04
"7335",169044,169044,"COL22A1","collagen type XXII alpha 1 chain",5e-04,0.0014,0.3383,9.4029,9.4029,5.3272,3e-04,10.3379,10.3379,5.9356,1e-04
"7336",6139,6139,"RPL17","ribosomal protein L17",5e-04,0.0014,0.3383,0.756,0.756,4.6371,9e-04,-0.0534,-0.0534,-0.3431,0.7385
"7337",654254,654254,"ZNF732","zinc finger protein 732",5e-04,0.0014,0.3384,-4.9118,-4.9118,-5.8571,1e-04,-1.0581,-1.0581,-1.8478,0.0937
"7338",147495,147495,"APCDD1","APC down-regulated 1",5e-04,0.0014,0.3384,4.1745,4.1745,5.5131,2e-04,2.5811,2.5811,3.3512,0.0071
"7339",64744,64744,"SMAP2","small ArfGAP2",5e-04,0.0014,0.3385,-1.396,-1.396,-5.8985,1e-04,-0.7178,-0.7178,-3.3901,0.0067
"7340",100287216,100287216,"SH3RF3-AS1","SH3RF3 antisense RNA 1",5e-04,0.0014,0.3385,-1.7044,-1.7044,-3.4007,0.0066,0.8124,0.8124,2.0354,0.0686
"7341",3429,3429,"IFI27","interferon alpha inducible protein 27",5e-04,0.0014,0.3386,-7.8676,-7.8676,-5.8525,1e-04,-1.2439,-1.2439,-2.002,0.0725
"7342",7416,7416,"VDAC1","voltage dependent anion channel 1",5e-04,0.0014,0.3386,0.418,0.418,2.5923,0.0264,0.8937,0.8937,6.0024,1e-04
"7343",64101,64101,"LRRC4","leucine rich repeat containing 4",5e-04,0.0014,0.3386,-1.3064,-1.3064,-4.1398,0.0019,-1.6875,-1.6875,-5.6375,2e-04
"7344",9172,9172,"MYOM2","myomesin 2",5e-04,0.0014,0.3387,2.5312,2.5312,2.9058,0.0154,-2.4667,-2.4667,-2.2902,0.0445
"7345",90480,90480,"GADD45GIP1","GADD45G interacting protein 1",5e-04,0.0014,0.3388,1.9697,1.9697,5.9177,1e-04,1.2206,1.2206,3.7702,0.0035
"7346",3553,3553,"IL1B","interleukin 1 beta",5e-04,0.0014,0.3388,-2.4357,-2.4357,-2.2377,0.0487,2.4884,2.4884,3.221,0.0089
"7347",1621,1621,"DBH","dopamine beta-hydroxylase",5e-04,0.0014,0.3389,2.0121,2.0121,2.7899,0.0188,-1.7912,-1.7912,-2.177,0.054
"7348",3131,3131,"HLF","HLF transcription factor, PAR bZIP family member",5e-04,0.0014,0.3389,-3.3624,-3.3624,-3.1452,0.0102,1.801,1.801,2.6217,0.0251
"7349",7328,7328,"UBE2H","ubiquitin conjugating enzyme E2 H",5e-04,0.0014,0.339,-1.219,-1.219,-5.5909,2e-04,-0.238,-0.238,-1.2159,0.2514
"7350",3454,3454,"IFNAR1","interferon alpha and beta receptor subunit 1",5e-04,0.0014,0.339,-0.9775,-0.9775,-5.1892,4e-04,-0.9557,-0.9557,-5.497,2e-04
"7351",107986350,107986350,"LOC107986350","uncharacterized LOC107986350",5e-04,0.0014,0.3391,-4.4577,-4.4577,-4.9259,6e-04,-3.6454,-3.6454,-4.7518,7e-04
"7352",3281,3281,"HSBP1","heat shock factor binding protein 1",5e-04,0.0014,0.3391,0.5568,0.5568,3.0476,0.012,-0.3966,-0.3966,-2.2536,0.0473
"7353",2770,2770,"GNAI1","G protein subunit alpha i1",5e-04,0.0014,0.3391,-0.5728,-0.5728,-2.5707,0.0274,-1.2699,-1.2699,-5.886,1e-04
"7354",730087,730087,"ZNF726","zinc finger protein 726",5e-04,0.0014,0.3392,2.157,2.157,5.1337,4e-04,0.6201,0.6201,1.4484,0.1775
"7355",51306,51306,"FAM13B","family with sequence similarity 13 member B",5e-04,0.0014,0.3392,-1.5758,-1.5758,-5.7644,2e-04,-0.4867,-0.4867,-2.0497,0.0669
"7356",3204,3204,"HOXA7","homeobox A7",5e-04,0.0014,0.3393,4.7389,4.7389,5.0939,4e-04,2.0014,2.0014,2.0092,0.0717
"7357",107985147,107985147,"LOC107985147","uncharacterized LOC107985147",5e-04,0.0014,0.3393,4.7645,4.7645,4.4178,0.0012,0.9832,0.9832,0.8272,0.427
"7358",5721,5721,"PSME2","proteasome activator subunit 2",5e-04,0.0014,0.3394,-0.983,-0.983,-5.0728,5e-04,-0.9162,-0.9162,-5.1154,4e-04
"7359",10140,10140,"TOB1","transducer of ERBB2, 1",5e-04,0.0014,0.3394,-0.0921,-0.0921,-0.3812,0.7109,0.9235,0.9235,4.2409,0.0016
"7360",101928092,101928092,"LINC03112","long intergenic non-protein coding RNA 3112",5e-04,0.0015,0.3395,-5.9958,-5.9958,-5.7464,2e-04,-0.2612,-0.2612,-0.4444,0.666
"7361",91574,91574,"MTRFR","mitochondrial translation release factor in rescue",5e-04,0.0015,0.3395,0.4693,0.4693,1.7894,0.1032,1.2443,1.2443,5.1922,4e-04
"7362",65998,65998,"ZFTA","zinc finger translocation associated",5e-04,0.0015,0.3396,-0.8017,-0.8017,-3.5119,0.0054,-1.3016,-1.3016,-5.9707,1e-04
"7363",115817,115817,"DHRS1","dehydrogenase/reductase 1",5e-04,0.0015,0.3396,-1.8434,-1.8434,-5.4934,2e-04,-0.2725,-0.2725,-0.9802,0.3496
"7364",286122,286122,"LY6S-AS1","LY6S antisense RNA 1",5e-04,0.0015,0.3396,2.7828,2.7828,4.7762,7e-04,0.7721,0.7721,1.2706,0.232
"7365",9958,9958,"USP15","ubiquitin specific peptidase 15",5e-04,0.0015,0.3397,-1.1006,-1.1006,-5.9157,1e-04,-0.4941,-0.4941,-2.9402,0.0145
"7366",8269,8269,"TMEM187","transmembrane protein 187",5e-04,0.0015,0.3397,2.5226,2.5226,5.8625,1e-04,2.173,2.173,5.1696,4e-04
"7367",4917,4917,"NTN3","netrin 3",5e-04,0.0015,0.3398,3.0638,3.0638,4.4171,0.0012,0.5501,0.5501,0.7455,0.4728
"7368",7818,7818,"DAP3","death associated protein 3",5e-04,0.0015,0.3398,0.4068,0.4068,1.8295,0.0966,1.1191,1.1191,5.4778,3e-04
"7369",8775,8775,"NAPA","NSF attachment protein alpha",5e-04,0.0015,0.3399,-0.9246,-0.9246,-3.8656,0.003,0.2999,0.2999,1.4186,0.1858
"7370",79594,79594,"MUL1","mitochondrial E3 ubiquitin protein ligase 1",5e-04,0.0015,0.3399,-0.0139,-0.0139,-0.0513,0.96,1.0387,1.0387,4.271,0.0016
"7371",54993,54993,"ZSCAN2","zinc finger and SCAN domain containing 2",5e-04,0.0015,0.34,0.7772,0.7772,2.6436,0.0242,-0.7528,-0.7528,-2.4936,0.0313
"7372",102724329,102724329,"ATF6-DT","ATF6 divergent transcript",5e-04,0.0015,0.34,2.4472,2.4472,3.2577,0.0084,-1.3501,-1.3501,-1.5533,0.1508
"7373",440590,440590,"ZYG11A","zyg-11 family member A, cell cycle regulator",5e-04,0.0015,0.3401,-3.5732,-3.5732,-5.0813,4e-04,-2.7415,-2.7415,-4.603,9e-04
"7374",7454,7454,"WAS","WASP actin nucleation promoting factor",5e-04,0.0015,0.3401,3.0675,3.0675,4.8881,6e-04,1.0742,1.0742,1.641,0.1312
"7375",1974,1974,"EIF4A2","eukaryotic translation initiation factor 4A2",5e-04,0.0015,0.3402,-1.0159,-1.0159,-5.6401,2e-04,-0.2763,-0.2763,-1.6979,0.1197
"7376",51528,51528,"JKAMP","JNK1/MAPK8 associated membrane protein",5e-04,0.0015,0.3402,0.0459,0.0459,0.2264,0.8253,-0.9534,-0.9534,-4.8481,6e-04
"7377",400058,400058,"MKRN9P","makorin ring finger protein 9, pseudogene",5e-04,0.0015,0.3403,0.6963,0.6963,0.6442,0.5337,4.0384,4.0384,4.5318,0.001
"7378",100129515,100129515,"ETDB","embryonic testis differentiation homolog B",5e-04,0.0015,0.3403,-3.7734,-3.7734,-4.2309,0.0017,-4.3171,-4.3171,-5.238,4e-04
"7379",92140,92140,"MTDH","metadherin",5e-04,0.0015,0.3404,0.7081,0.7081,4.0938,0.0021,-0.1584,-0.1584,-0.9558,0.3612
"7380",7074,7074,"TIAM1","TIAM Rac1 associated GEF 1",5e-04,0.0015,0.3404,0.3764,0.3764,1.7087,0.1177,-0.7683,-0.7683,-3.5835,0.0048
"7381",374491,374491,"TPTE2P6","TPTE2 pseudogene 6",5e-04,0.0015,0.3406,0.7109,0.7109,0.7282,0.4828,3.8715,3.8715,4.7833,7e-04
"7382",57192,57192,"MCOLN1","mucolipin TRP cation channel 1",5e-04,0.0015,0.3405,1.7491,1.7491,5.5092,2e-04,0.701,0.701,2.2165,0.0504
"7383",347734,347734,"SLC35B2","solute carrier family 35 member B2",5e-04,0.0015,0.3406,0.485,0.485,2.1694,0.0547,1.1308,1.1308,5.4947,2e-04
"7384",23788,23788,"MTCH2","mitochondrial carrier 2",5e-04,0.0015,0.3406,-0.0667,-0.0667,-0.33,0.7481,0.8075,0.8075,4.3991,0.0013
"7385",22821,22821,"RASA3","RAS p21 protein activator 3",5e-04,0.0015,0.3408,-0.0421,-0.0421,-0.1792,0.8613,-1.0486,-1.0486,-4.5233,0.001
"7386",360023,360023,"ZBTB41","zinc finger and BTB domain containing 41",5e-04,0.0015,0.3407,-1.1565,-1.1565,-5.3719,3e-04,-0.2116,-0.2116,-1.1123,0.2915
"7387",102724238,102724238,"FAM88C","family with sequence similarity 88 member C",5e-04,0.0015,0.3407,0.484,0.484,0.7622,0.4631,-4.1251,-4.1251,-4.7778,7e-04
"7388",9909,9909,"DENND4B","DENN domain containing 4B",5e-04,0.0015,0.3409,1.4111,1.4111,5.3864,3e-04,1.3379,1.3379,5.3772,3e-04
"7389",57763,57763,"ANKRA2","ankyrin repeat family A member 2",5e-04,0.0015,0.3408,-0.4824,-0.4824,-1.8022,0.101,0.7546,0.7546,3.2125,0.009
"7390",9668,9668,"ZNF432","zinc finger protein 432",5e-04,0.0015,0.3409,-1.7207,-1.7207,-5.9185,1e-04,-0.8499,-0.8499,-3.3714,0.0069
"7391",377007,377007,"KLHL30","kelch like family member 30",5e-04,0.0015,0.341,4.9487,4.9487,4.9212,6e-04,1.4557,1.4557,1.3232,0.2146
"7392",64798,64798,"DEPTOR","DEP domain containing MTOR interacting protein",5e-04,0.0015,0.341,3.281,3.281,5.8747,1e-04,2.4038,2.4038,4.3252,0.0014
"7393",644596,644596,"SMIM10L2B","small integral membrane protein 10 like 2B",5e-04,0.0015,0.341,-1.146,-1.146,-2.0473,0.0672,1.5452,1.5452,3.4114,0.0064
"7394",165530,165530,"CLEC4F","C-type lectin domain family 4 member F",5e-04,0.0015,0.3411,5.6658,5.6658,4.9198,6e-04,2.1593,2.1593,1.7313,0.1134
"7395",102723566,102723566,"LOC102723566","uncharacterized LOC102723566",5e-04,0.0015,0.3411,3.768,3.768,5.7756,2e-04,3.5589,3.5589,5.5645,2e-04
"7396",100529097,100529097,"RPL36A-HNRNPH2","RPL36A-HNRNPH2 readthrough",5e-04,0.0015,0.3412,0.7157,0.7157,4.1531,0.0019,-0.187,-0.187,-1.1291,0.2847
"7397",140685,140685,"ZBTB46","zinc finger and BTB domain containing 46",5e-04,0.0015,0.3412,-1.3341,-1.3341,-4.2918,0.0015,-1.6329,-1.6329,-5.5652,2e-04
"7398",203102,203102,"ADAM32","ADAM metallopeptidase domain 32",5e-04,0.0015,0.3413,-2.3171,-2.3171,-5.0473,5e-04,-0.1553,-0.1553,-0.4369,0.6713
"7399",56142,56142,"PCDHA6","protocadherin alpha 6",5e-04,0.0015,0.3413,2.6644,2.6644,4.0648,0.0022,-0.2504,-0.2504,-0.3521,0.7319
"7400",572,572,"BAD","BCL2 associated agonist of cell death",5e-04,0.0015,0.3415,-0.5486,-0.5486,-1.8955,0.0866,0.8168,0.8168,3.2179,0.009
"7401",102723817,102723817,"CNIH3-AS2","CNIH3 antisense RNA 2",5e-04,0.0015,0.3414,2.1496,2.1496,3.9692,0.0025,3.0152,3.0152,5.9182,1e-04
"7402",51281,51281,"ANKMY1","ankyrin repeat and MYND domain containing 1",5e-04,0.0015,0.3415,1.2848,1.2848,4.2111,0.0017,-0.094,-0.094,-0.3032,0.7678
"7403",83746,83746,"L3MBTL2","L3MBTL histone methyl-lysine binding protein 2",5e-04,0.0015,0.3415,1.1998,1.1998,5.3566,3e-04,0.3529,0.3529,1.6157,0.1366
"7404",132946,132946,"ARL9","ADP ribosylation factor like GTPase 9",5e-04,0.0015,0.3416,0.0823,0.0823,0.0676,0.9474,4.0451,4.0451,4.1197,0.002
"7405",100846978,100846978,"LINC00506","long intergenic non-protein coding RNA 506",5e-04,0.0015,0.3416,1.0672,1.0672,1.0705,0.309,4.0708,4.0708,4.8585,6e-04
"7406",5682,5682,"PSMA1","proteasome 20S subunit alpha 1",5e-04,0.0015,0.3417,-0.6675,-0.6675,-2.2706,0.046,0.8654,0.8654,3.3189,0.0075
"7407",79840,79840,"NHEJ1","non-homologous end joining factor 1",5e-04,0.0015,0.3418,0.5818,0.5818,1.9026,0.0856,-1.0603,-1.0603,-3.3617,0.007
"7408",4499,4499,"MT1M","metallothionein 1M",5e-04,0.0015,0.3417,-2.3167,-2.3167,-2.5237,0.0297,1.9333,1.9333,2.7992,0.0185
"7409",28981,28981,"IFT81","intraflagellar transport 81",5e-04,0.0015,0.3418,-0.5579,-0.5579,-2.2846,0.0449,-1.3763,-1.3763,-5.802,2e-04
"7410",150356,150356,"CHADL","chondroadherin like",5e-04,0.0015,0.3419,2.1021,2.1021,3.3235,0.0075,-1.0054,-1.0054,-1.4216,0.1849
"7411",2542,2542,"SLC37A4","solute carrier family 37 member 4",5e-04,0.0015,0.3419,1.4931,1.4931,5.1017,4e-04,1.6443,1.6443,5.9023,1e-04
"7412",102724571,102724571,"LNCTAM34A","long non coding transcriptional activator of miR34a",5e-04,0.0015,0.342,-4.6603,-4.6603,-5.8489,1e-04,-1.3253,-1.3253,-2.4639,0.033
"7413",57210,57210,"SLC45A4","solute carrier family 45 member 4",5e-04,0.0015,0.342,1.3405,1.3405,4.535,0.001,0.0765,0.0765,0.2565,0.8026
"7414",323,323,"APBB2","amyloid beta precursor protein binding family B member 2",5e-04,0.0015,0.342,-0.9867,-0.9867,-5.5822,2e-04,-0.2339,-0.2339,-1.4675,0.1723
"7415",9456,9456,"HOMER1","homer scaffold protein 1",5e-04,0.0015,0.3421,1.804,1.804,5.8469,1e-04,1.1006,1.1006,3.636,0.0044
"7416",152559,152559,"PAQR3","progestin and adipoQ receptor family member 3",5e-04,0.0015,0.3421,0.8251,0.8251,3.0911,0.0111,-0.6069,-0.6069,-2.2834,0.045
"7417",57473,57473,"ZNF512B","zinc finger protein 512B",5e-04,0.0015,0.3422,0.9892,0.9892,4.1854,0.0018,1.3152,1.3152,5.9477,1e-04
"7418",64844,64844,"MARCHF7","membrane associated ring-CH-type finger 7",5e-04,0.0015,0.3422,-0.9234,-0.9234,-4.9109,6e-04,-0.9651,-0.9651,-5.5384,2e-04
"7419",646019,646019,"CBY3","chibby family member 3",5e-04,0.0015,0.3423,5.1015,5.1015,5.7281,2e-04,3.4305,3.4305,3.7934,0.0034
"7420",5939,5939,"RBMS2","RNA binding motif single stranded interacting protein 2",5e-04,0.0015,0.3423,-1.1128,-1.1128,-5.4871,2e-04,-0.8279,-0.8279,-4.4606,0.0012
"7421",6474,6474,"SHOX2","SHOX homeobox 2",5e-04,0.0015,0.3424,-0.4009,-0.4009,-1.1321,0.2835,1.159,1.159,3.7685,0.0035
"7422",79814,79814,"AGMAT","agmatinase",5e-04,0.0015,0.3425,-2.7031,-2.7031,-4.2044,0.0017,0.6903,0.6903,1.4696,0.1718
"7423",728118,728118,"NUTM2A","NUT family member 2A",5e-04,0.0015,0.3425,-2.1637,-2.1637,-5.8889,1e-04,-0.877,-0.877,-2.8473,0.017
"7424",2580,2580,"GAK","cyclin G associated kinase",5e-04,0.0015,0.3425,1.5073,1.5073,5.8187,2e-04,1.1978,1.1978,4.8339,6e-04
